Tite,Year,Certification,duration,genre,rating
David A. Arnold Fat Ballerina,2017,,122,Biography,7.6
The Sunshine Makers,2020,TV-G,108,Comedy,5.3
Uma Maheswara Ugra Roopasya,2018,TV-14,40,Documentary,7.5
Crazy Delicious,2020,,101,Action,4
Black Ink Crew New York,2018,TV-14,90,Comedy,5.8
Rabo de Peixe,2014,TV-MA,86,Action,4.1
Paranormal Investigation,2021,Not Rated,115,Drama,6.8
Blood Brothers: Malcolm X & Muhammad Ali,2017,,22,Family,5.8
Tom Segura: Disgraceful,2013,TV-14,108,Documentary,8.2
The Dorm,2018,,115,Adventure,5.9
Canine Intervention,2018,TV-MA,95,Comedy,5.4
Pluk van de Petteflet,2008,TV-MA,104,Crime,5.1
Conquest,2019,R,117,Drama,6.6
Evelyn,2015,,80,Drama,4.7
Charlie's Colorforms City,1968,R,98,Action,5.3
Bert Kreischer: Hey Big Boy,2015,PG,87,Drama,6.9
Laabam,2016,,107,Biography,6.6
De Reünie,1964,,98,Adventure,5.9
Aruna & Her Palate,2020,Approved,96,Comedy,5.5
Generation Iron 2,2021,TV-PG,112,Drama,6.3
The Redhead from Wyoming,2017,TV-Y7,94,Documentary,7.5
Glacé,2021,,60,Animation,5.2
So What Is Love,2017,TV-Y,30,Action,5.9
Bert Kreischer: Secret Time,2019,,52,Documentary,6.3
The Seven Deadly Sins: Grudge of Edinburgh,2015,,80,Drama,4.7
Crime Diaries: The Candidate,2021,,58,Documentary,6.1
De film van Dylan Haegens,2003,TV-MA,,Animation,6.3
A Love to Last,2019,TV-Y,40,Reality,6.6
I Am Not Your Perfect Mexican Daughter,1950,TV-PG,86,Crime,6.7
The Cell,2019,Approved,70,Comedy,6.8
Ni de hai zi bu shi ni de hai zi,2019,TV-Y,96,Comedy,4.8
Kulipari: An Army of Frogs,2018,,124,Documentary,7.6
The 3rd Eye 2,2016,TV-MA,25,Comedy,7.6
Feminists: What Were They Thinking?,2022,,,Animation,9.4
Love Is Blind: Brazil,2019,,,Drama,7.6
Into the Ring,2018,,40,Documentary,7.1
Christmas Flow,2016,TV-PG,30,Documentary,7
Penguin Town,2014,TV-MA,104,Action,4.7
Chelsea,2010,R,102,Comedy,6.7
Le Guignolo,2018,,83,Horror,4.8
We're Lalaloopsy,2017,TV-MA,60,Crime,6.6
Man Without a Star,2022,,106,Documentary,6.7
Girls Hostel,2018,,63,Comedy,7.3
Brazilian Western,2020,,10,Short,6.6
A.I.C.O. Incarnation,2018,,90,Comedy,7.6
Xico's Journey,2019,,87,Documentary,7.2
Who Killed Malcolm X?,2013,PG,80,Documentary,8
The Three Deaths of Marisela Escobedo,2019,R,48,Documentary,7
Several Conversations About a Very Tall Girl,2020,,32,Comedy,7.2
Garoojigi,2017,,24,Animation,7.7
Bill Burr: You People Are All the Same.,2018,TV-PG,101,Comedy,7.4
Nate Bargatze: The Greatest Average American,2020,TV-14,68,Comedy,7.3
Super Drags,2012,TV-MA,96,Comedy,5.8
Unbridled,2019,,12,Documentary,7.7
Paris Is Us,2007,,,Comedy,7.5
Heavenly Bites: Mexico,2019,,,Crime,6.6
TIME: The Kalief Browder Story,2014,,,Animation,4
Music Teacher,2018,TV-Y,99,Documentary,7.5
Million Dollar Beach House,2013,TV-14,75,Comedy,6.6
Mono,2020,Not Rated,,Animation,7.2
Gie,2013,TV-Y,90,Drama,6.4
Barbie Princess Adventure,2020,,60,Comedy,7
Ali & the Queens,2015,,101,Documentary,7
Revenge of the Pontianak,2020,,136,Drama,7.7
Last Will,2020,,,Documentary,6.7
La grande classe,2012,TV-PG,42,Reality,4.8
Russell Madness,2018,,92,Horror,3.7
Dolly Parton: Here I Am,2019,,118,Documentary,7.5
Money,2021,TV-MA,95,Documentary,6.9
Alive Inside: A Story of Music and Memory,2020,PG-13,23,Animation,7.4
Na Maloom Afraad,2018,TV-14,71,Documentary,7.5
Kitty Love: An Homage to Cats,2014,TV-MA,79,Horror,4.1
Joel Kim Booster: Psychosexual,2021,,,Documentary,6.6
Anikalupo,2004,TV-14,91,Family,6.1
Tamborine,2018,,100,Documentary,7.2
Worn Stories,2019,,23,Animation,6.6
The Invisible,2020,TV-G,62,Comedy,7
Civil: Ben Crump,2021,,144,Action,3.4
Heart of Invictus,2015,,99,Drama,5.5
Bankrolled,2018,,106,Drama,7.1
Becoming Champions,2017,TV-MA,106,Documentary,6.1
Let's Be Evil,2012,PG-13,89,Action,5.7
21 Thunder,1953,Not Rated,81,Western,6.1
The Philly Kid,2016,Approved,52,Crime,6.3
Parked,2019,,103,Comedy,6.8
Too Funny to Fail: The Life & Death of The Dana Carvey Show,2018,,57,Comedy,7.3
Pray for Rain,2019,TV-14,45,Crime,7.5
Street,2018,TV-MA,81,Adventure,4.1
Chief Daddy,2017,,,Drama,8.8
The Exorcism of Anna Ecklund,2017,,126,Action,6.3
The Laws of Thermodynamics,2014,,148,Crime,6.4
Dancing with the Birds,2018,PG-13,,Drama,7.2
Lucky Romance,2021,,128,Drama,3.7
Trevor Noah: Son of Patricia,2016,TV-14,20,Animation,6.8
Bake Squad,2019,TV-Y7,116,Drama,5.4
Pajanimals,2018,,86,Documentary,7
Uma Musume: Pretty Derby,2021,,60,Reality,6.2
Nick Kroll: Little Big Boy,2020,TV-MA,30,Comedy,7.2
CAT. 8,2021,,50,Comedy,5.9
Axone,2021,TV-MA,,Documentary,7.8
Meerkat Manor,2016,TV-PG,30,Comedy,6.1
Lady Business,2017,TV-MA,39,Documentary,6.8
A Man Called Magnum,1980,,108,Comedy,5.9
Getting Curious with Jonathan Van Ness,2017,,,Animation,6.3
Heavily in Love!,1955,,89,Western,6.8
Si Doel the Movie 3,2018,Approved,23,Comedy,7.9
Apache: The Life of Carlos Tevez,2021,,35,Reality,7
"Thi Mai, rumbo a Vietnam",2013,TV-PG,108,Crime,6.6
A Perfect Fit,2018,Not Rated,25,Animation,6.3
Cadet 1947,2020,TV-14,85,Animation,5.1
The White Helmets,2019,TV-Y7,43,Documentary,7.5
Darr @ the Mall,2020,,109,Documentary,8.1
The Magic Order,2018,TV-MA,70,Drama,5.8
Love Over Distance,2008,,120,Comedy,5.3
Hadi Insallah,2018,,30,Adventure,7.2
Trump: An American Dream,2012,,69,Comedy,8.2
Almost Happy,2021,TV-MA,60,Comedy,7.3
Skull Island,2018,TV-G,30,Animation,5.4
Queer Eye: We're in Japan!,2018,TV-MA,96,Thriller,5
Shirobako,2019,,83,Drama,4.6
Way of the Vampire,2022,,30,Documentary,6.3
Sweet Munchies,2017,,,Documentary,8.5
Winx Club: The Mystery of the Abyss,2019,,101,Drama,6.2
Ask the Doctor,2020,,,Reality,4.2
The Hungry and the Hairy,2016,TV-MA,88,Comedy,6.2
Street Flow,2005,Not Rated,147,Biography,7.6
First Ladies,2020,Not Rated,72,Animation,5.4
DreadOut,2021,TV-Y,100,Comedy,7
Lego Friends: Girls on A Mission,2019,TV-14,92,Horror,5.3
Izakaya Bottakuri,2011,,101,Drama,4.5
Untitled Taika Waititi/Netflix Roald Dahl Project,2019,Not Rated,83,Comedy,5.3
Kevin Hart's Guide to Black History,2020,TV-MA,70,Comedy,7.3
War Flowers,2015,TV-MA,92,Family,4.2
Historia de un crimen: Colmenares,2019,PG,90,Documentary,7.3
Asphalt Goddess,2016,TV-14,86,Crime,5.5
The Treasure,2014,R,78,Documentary,8.2
Jane Fonda & Lily Tomlin: Ladies Night Live,2014,Not Rated,137,Comedy,7.4
Magi: Sinbad no Bouken,2020,,60,Documentary,5.1
The Russian Revolution,2022,TV-PG,67,Comedy,5.7
Monty Python Live (Mostly),2019,,85,Horror,2.7
Glorious Days,2018,Not Rated,98,Comedy,6.6
Tucked,2021,TV-MA,30,Documentary,6.7
Girl Rising,2002,TV-MA,101,Drama,6.4
"Crazy Horse, Paris with Dita Von Teese",2022,,101,Documentary,5.8
The River Thief,2021,,97,Comedy,4
Rats,2018,TV-MA,,Documentary,6.6
Motown Magic,2016,,82,Horror,4.3
Dogwashers,2017,Not Rated,44,Drama,6
Amo,2012,TV-MA,90,Action,5.6
Tears on Fire,2010,R,94,Drama,6.7
John Mulaney: Kid Gorgeous at Radio City,2017,,92,Documentary,7.7
We Are Family,2008,,15,Animation,4.3
Anthony Jeselnik: Fire in the Maternity Ward,2017,,92,Drama,5.3
Period. End of Sentence.,2015,PG-13,85,Action,4.6
Yummy Mummies,2018,PG-13,99,Comedy,4.7
Küçük Esnaf,2021,,,Animation,8.1
Buying Beverly Hills,2016,TV-MA,79,Horror,2.5
A Perfect Crime,2018,Not Rated,100,Comedy,6
Johan Falk: Blodsdiamanter,2019,TV-MA,52,Documentary,8.2
Three Days of Christmas,2016,,60,Comedy,7
Squadra antigangsters,2018,,63,Comedy,7.3
Polly Pocket,2021,TV-MA,35,Game,6.8
Mega Man,2008,TV-PG,2,Family,6.7
Motel Makeover,2018,TV-G,,Animation,6.8
The Law According to Lidia Poet,2013,,180,Action,4.4
Bang!,2019,TV-14,104,Comedy,6.9
Erax,2005,,26,Documentary,8.3
L.O.L. Surprise: The Movie,1977,,95,Action,5.9
Mad World,2022,,,Comedy,6.9
Aziz Ansari: Nightclub Comedian,2018,TV-MA,86,Comedy,5.9
Memories of Love,2020,,93,Drama,6.5
'76,2019,,,Biography,7.2
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2017,TV-MA,99,Comedy,6
Beautiful World,2021,TV-14,112,Comedy,5.3
Paradise Lost,2021,TV-PG,111,Drama,6.5
Residue,2016,TV-14,41,Documentary,7.5
Deidra & Laney Rob a Train,2014,TV-14,124,Horror,4.8
The Takeover,2017,,98,Comedy,6.4
Ugly Duckling Series: Perfect Match,2014,,96,Comedy,5.4
Pompidou,2017,,,Documentary,7.2
Bethany Hamilton: Unstoppable,2020,,,Comedy,6.9
ID2: Shadwell Army,2019,TV-14,50,Reality,8.2
Hear No Evil,2014,TV-14,,Animation,8
A Certain Scientific Accelerator,2005,TV-PG,82,Action,2
The Dirty Dutch,2020,R,65,Comedy,7.1
Elite Short Stories: Omar Ander Alexis,2014,,83,Animation,5.7
A Christmas Tree Miracle,2017,TV-Y7,28,Documentary,6.5
Kevin Hart: Don't F**k This Up,2021,,,Reality,7.6
Helios,2019,,96,Crime,6.4
Lego Marvel Super Heroes: Maximum Overload,2019,,97,Adventure,5
Beast of Morocco,2018,,11,Animation,6
Pants on Fire,2018,TV-Y,23,Drama,7.8
Kevin Hart: Zero F**ks Given,2019,,62,Comedy,5.5
The Good Bandit,2012,TV-PG,99,Drama,4.2
Sabotage City,2019,PG-13,,Crime,7.3
American Violence,2020,,126,Drama,5.1
"Sonora, the Devil's Highway",2017,,157,Action,7
Immigration Nation,2022,,60,Documentary,5.6
The Alcàsser Murders,2016,TV-MA,24,Animation,7.5
Joy,2017,TV-14,47,Documentary,6.5
Ari Eldjárn: Pardon My Icelandic,2019,TV-14,92,Drama,6.5
Tobot Galaxy Detectives,2014,,162,Documentary,7.6
We Used to Live Here,2019,Not Rated,119,Comedy,7.4
Pete Davidson: Alive from New York,2018,TV-14,80,Drama,6.7
The Rope Curse 2,2017,Not Rated,114,Drama,5.9
Geunyeoneun Geojitmaleul Neomoo Saranghae,2013,,101,Documentary,7.2
Untitled Secret Service,2009,PG-13,56,Musical,6.3
Thackeray,2016,,87,Action,5.2
Tarzan and Jane,2016,Not Rated,88,Documentary,6.5
Gumrah,2018,Not Rated,15,Animation,7.9
Together with Me,2020,TV-Y,107,Comedy,5.8
Taboo,2017,TV-MA,,Crime,6.4
King's Faith,2021,TV-MA,50,Drama,8
Erotica 2022,2018,,65,Comedy,7.9
Dead Time,2016,TV-MA,99,Comedy,6.1
Atone,2019,,64,Comedy,7.2
Where Is Marta?,2018,TV-MA,26,Documentary,7.4
The World Is Mine,2017,,40,Reality,4
CoComelon Lane,2016,,104,Action,5.6
Let's Eat,2020,,40,Documentary,7.3
How to Be A Cowboy,2015,,99,Action,7
Get Me Roger Stone,2019,,,Drama,6.8
Moms at War,1979,,90,Action,5.5
DC Super Hero Girls: Hero of the Year,2018,,22,Animation,5.9
1000 Miles from Christmas,2021,,,Reality,4.9
Sebastian Maniscalco: What's Wrong with People?,2018,,110,Horror,4.3
Quiet Victory: The Charlie Wedemeyer Story,1977,TV-14,90,Action,6.4
Soekarno,2022,,13,Short,4.3
Dancing Queen,2020,TV-14,106,Action,3.8
The American Meme,2021,TV-MA,47,Animation,3.7
Veronica,2016,,101,Drama,7.2
War of the Worlds: Goliath,2022,,30,Comedy,7
Isoken,2018,TV-MA,,Romance,5.2
Dik Trom,2016,,118,Drama,5.6
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,Not Rated,13,Documentary,7.1
Doble Kara,2019,,60,Drama,8.2
Maggie & Bianca: Fashion Friends,2018,,110,Drama,7
Little Big Mouth,2015,,130,Drama,6
Last Hope,2017,,92,Comedy,6
The Bluff,2021,TV-14,72,Animation,6.4
Button Man: The Killing Game,2015,,50,Drama,7.4
Artifact,2015,,,Comedy,4.1
Sense8: Creating the World,2018,,100,Documentary,7.4
Confessions of a Serial Killer with Piers Morgan,2018,PG,93,Comedy,4
Dig Two Graves,2016,,92,Action,4.5
Backstabbed,2014,,90,Drama,6.5
Killer Ratings,2019,,24,Animation,6.9
Ranveer vs. Wild with Bear Grylls,2016,TV-14,77,Comedy,6.1
Hasmukh,2021,,35,Short,7.2
Bhouri,2013,TV-MA,102,Family,6.5
Chris Tucker Live,2019,TV-G,30,Documentary,6.4
Juanpis González - The Series,2015,TV-MA,118,Action,5.5
The 74th Annual Golden Globe Awards 2017,2020,,40,Animation,6.2
Taco Chronicles,2013,TV-Y,22,Animation,6.3
Twenty Your Life On,1968,,90,Horror,4.6
Lobo Feroz,2014,Not Rated,85,Comedy,5.1
800 Meters,2017,Unrated,77,Comedy,7.2
Baby Ballroom,2020,TV-MA,69,Comedy,6
Deaf U,2019,TV-MA,,Comedy,7.8
Manhattan Romance,2021,,,Drama,6.6
Nailed It! Holiday!,2017,,107,Crime,4.4
Headspace Guide to Sleep,2018,Not Rated,94,Drama,6.3
The Day I Met El Chapo: The Kate Del Castillo Story,2020,TV-14,,Documentary,7.5
Asperger's Are Us,2019,TV-MA,303,Documentary,7
Iron Fists and Kung Fu Kicks,2018,TV-MA,99,Drama,6.6
Operation Ouch,2020,TV-MA,54,Comedy,7.8
Angela's Christmas Wish,2020,TV-MA,,Animation,6.2
Stretch Armstrong & the Flex Fighters,2020,,49,Comedy,6.1
The Short Game,2020,TV-MA,104,Horror,4.7
Extremis,2017,,,Music,6.8
Jeff Dunham: Beside Himself,2019,,120,Biography,5.3
The Ivory Game,2017,Not Rated,22,Animation,4.6
David and the Elves,1993,TV-Y7,149,Action,6.1
Trevor Noah: Afraid of the Dark,2017,Not Rated,50,Comedy,7.9
Too Handsome to Handle,2002,,80,Drama,3.5
Uppena,2013,R,108,Drama,6.2
Rape Zombie: Lust of the Dead 3,2020,PG-13,137,Drama,3.4
My Little Pony: Equestria Girls - Rainbow Rocks,2007,,102,Crime,7
City of Ghosts,2019,,89,Action,3.1
Love Sick: The Series,2021,,189,Documentary,6.8
Jim Jefferies: Intolerant,2015,,104,Drama,6.2
Naomi Osaka,2007,TV-PG,,Animation,7.8
When Man falls in the swamp of his thoughts and it ends with him to a disaster,2013,TV-14,50,Comedy,7.7
One More Time,2021,,,Reality,6.8
Sin hijos,2017,TV-PG,92,Documentary,7.3
The Boss's Daughter,2018,TV-14,90,Comedy,6.4
Dragon Pilot: Hisone and Masotan,2016,,76,Animation,5.4
Second 20s,2019,Not Rated,45,Crime,7
A Time Called You,2021,,102,Comedy,5.8
Merry Men: The Real Yoruba Demons,2012,TV-PG,75,Comedy,8
Los pacientes del doctor García,1988,TV-14,100,Drama,7.2
Hope,2020,Not Rated,47,Comedy,3.5
"Love, Life & Everything in Between",2020,,47,Animation,6.6
Si Doel: The Movie,2013,TV-Y,137,Biography,6.9
What's Up with Cinta 2,2018,,45,Music,7
Bakugan: Battle Planet,2018,,98,Documentary,6.7
2020 Golden Globe Awards,2017,TV-MA,81,Drama,5.8
The Apprentice: ONE Championship Edition,2012,,85,Animation,5.4
Sebastian Maniscalco: Stay Hungry,2017,PG-13,100,Romance,6.4
Path,2010,,85,Family,6.2
Terrace House: Opening New Doors,2019,,90,Comedy,7.2
Magmel of the Sea Blue,2015,TV-14,,Comedy,8.9
Exhibit A,2016,TV-14,24,Comedy,5.9
Anthony Jeselnik: Thoughts and Prayers,2021,TV-Y7,94,Comedy,4.1
Cabras da Peste,2018,TV-14,24,Animation,5.8
The Unlikely Girl,2018,,25,Animation,7
Camp Confidential: America's Secret Nazis,2012,,103,Documentary,7.9
Tale of A-rang,2015,Not Rated,26,Documentary,8.5
LA Originals,2017,,45,Documentary,3.9
Kathal,2014,,85,Drama,5.6
Night Light,2016,Not Rated,88,Drama,4.8
Untitled Jada Pinkett Smith/Netflix Project,2019,TV-PG,351,Documentary,7.6
Machhli Jal Ki Rani Hai,2022,,70,Documentary,6.6
Amazing Interiors,2020,TV-14,34,Comedy,5.3
Seriously Single,2016,,140,Drama,6.6
Pachamama,2015,,92,Documentary,6.3
David Spade: Nothing Personal,2022,TV-MA,25,Comedy,6.8
Afflicted,2017,,180,News,5.5
Lens,2019,TV-14,,Documentary,7.8
Swing State,2020,,50,Drama,6.9
Izzy's Koala World,2022,,156,Documentary,7
"Berlin, Berlin",2017,TV-MA,60,Documentary,7.7
Nail Bomber: Manhunt,2016,,95,Drama,5.6
Keramat,2020,Not Rated,,Drama,6.4
Best. Worst. Weekend. Ever.,2014,TV-MA,94,Comedy,5.6
Sometimes,2018,TV-14,31,Reality,7.7
The Cimarron Kid,2021,TV-PG,,Documentary,6.8
Fish in a Tree,2017,TV-G,60,Documentary,6.8
White Rabbit Project,2016,,82,Documentary,6.6
Johan Falk: Spelets regler,2019,,107,Documentary,6.7
Theo Von: No Offense,2012,,28,Documentary,7.6
Woman They Almost Lynched,2020,,47,Animation,7
Unfreedom,2021,TV-Y7-FV,22,Documentary,6.7
So My Grandma's a Lesbian!,2017,PG,22,Animation,6.2
Jerry Before Seinfeld,2013,TV-Y7-FV,99,Documentary,7.3
The Governor,2016,PG,24,Documentary,7.3
Recovery Boys,2019,TV-PG,73,Documentary,6.5
Azali,2004,,85,Comedy,6.2
River of Darkness,2019,,58,Comedy,6.9
The Butler,2016,TV-MA,112,Documentary,7.8
Bobby Kennedy for President,2021,,105,Comedy,5.2
Pusong ligaw,2017,TV-G,67,Comedy,7.2
Tersanjung: The Movie,2019,TV-MA,106,Comedy,6.7
Jeff Dunham: Arguing with Myself,2021,TV-PG,147,Action,6.5
The Craving,2013,TV-14,68,Horror,3.5
Pandemic: How to Prevent an Outbreak,2014,Not Rated,75,Animation,6.9
Bon Bini Holland,2021,TV-Y,20,Animation,7.5
Khaani,2014,TV-PG,,Romance,7.4
Adam by Eve: A Live in Animation,2020,,66,Comedy,7.2
The App,1982,TV-MA,96,Comedy,5
It Is Your Turn,2021,,113,Documentary,6.3
Jefe,2017,TV-14,94,Comedy,5.2
Chasing Trane: The John Coltrane Documentary,2016,,,Fantasy,6.8
Canvas,2020,,95,Comedy,5.2
Joanna Lumley's Silk Road Adventure,2015,TV-PG,98,Comedy,5.4
Pride and Prejudice,2018,,30,Animation,6.9
Misfit: The Series,2015,TV-14,62,Drama,7.6
Roll Red Roll,2018,TV-14,106,Action,4.9
Kevin James: Never Don't Give Up,2022,,30,Comedy,5.5
Afblijven,2018,,85,Drama,6.8
Yeh Ballet,2016,,123,Drama,7.3
The Volcano: Rescue from Whakaari,2018,TV-14,24,Animation,4.7
Chelsea Does,2020,TV-Y7-FV,134,Comedy,7.2
Bumping Mics with Jeff Ross & Dave Attell,2021,TV-14,,Reality,7.5
The Director: An Evolution in Three Acts,2019,,65,Comedy,7.1
First Love,2015,TV-MA,85,Action,3.6
El amor despues del amor,2017,,42,Drama,7.8
Rundfunk: Jachterwachter,2019,,24,Animation,6.1
Jeff Dunham: Controlled Chaos,2019,TV-14,144,Documentary,6.3
Amy Schumer's Parental Advisory,2015,TV-14,59,Comedy,7.7
The Helicopter Heist,2021,TV-MA,97,Action,6
Classmates Minus,2018,TV-14,75,Documentary,6.6
K-9 Adventures: Legend of the Lost Gold,2012,TV-PG,95,Drama,5.4
Stay Here,2020,Not Rated,66,Comedy,5.3
Juana Inés,2021,,36,Documentary,6.6
The Miracle of Teddy Bear,2012,PG-13,,Action,7.3
Border Security: America's Front Line,2020,TV-Y,92,Documentary,7.2
Morphle,2016,,,Drama,6.9
Nowhere Man,2015,,87,Action,4.7
Regiment Diaries,2014,Not Rated,120,Horror,2.3
Slam,2018,,,Documentary,6.6
"Love, Surreal and Odd",2020,TV-PG,107,Comedy,4.5
A Naija Christmas,2018,TV-MA,72,Animation,6.8
Elite Short Stories: Samuel Omar,2022,PG,66,Documentary,5.8
Cooking with Paris,2018,TV-MA,,Documentary,5.1
Get the Grift,2016,TV-MA,109,Drama,6.6
Pet Stars,2017,Not Rated,95,Comedy,3.7
Million Pound Menu,2015,R,115,Drama,6.7
Iliza: Elder Millennial,2020,,,Documentary,8
Kantaro: The Sweet Tooth Salaryman,2020,TV-Y,80,Comedy,3.8
Pentagram,2021,,72,Documentary,6.3
King of Boys,2009,TV-MA,80,Horror,6.8
Action Pack,2018,,191,Comedy,6.3
Borstal,2016,TV-PG,110,Drama,7.2
Sons of 'Ndrangheta,1952,TV-14,84,Western,6.3
My Fellow Citizens,2016,,48,Reality,6.9
Pokémon: The Arceus Chronicles,2012,TV-PG,96,Action,6.5
Up North,2016,,67,Documentary,5.6
Tom Segura: Mostly Stories,1953,,90,Western,6.5
Chasing Cameron,2014,Approved,102,Crime,5
The Residence,2019,Not Rated,94,Comedy,4.3
Westside,2017,TV-MA,62,Comedy,7
Oprah + Viola: A Netflix Special Event,2016,TV-14,,Drama,7.5
You vs. Wild: Out Cold,2018,TV-14,89,Documentary,6.7
Noise,2018,,92,Drama,5.6
Cocaine Cowboys: Reloaded,2011,,105,Action,2.2
Home Is Where the Killer Is,2018,R,150,Drama,6.3
Champs,2018,,245,Documentary,8.1
Drunk and on Drugs Happy Funtime Hour,2017,TV-MA,,Drama,8
You Carry Me,2021,,114,Drama,5.9
Harvey Girls Forever!,2017,TV-14,229,Music,6.8
Grumpy Christmas,2006,TV-14,76,Comedy,8
Moh Maya Money,2020,,50,Documentary,6.4
The Fluffy Movie: Unity Through Laughter,2015,TV-14,85,Comedy,5.4
Twogether,2017,,,Romance,7.9
Bed & Breakfast: Love is a Happy Accident,2022,,58,Animation,6.1
Life as It Should Be,2019,TV-14,78,Drama,2.7
House Arrest,2019,,46,Crime,7.1
O21,2018,,89,Comedy,5.4
Expo,2016,TV-MA,99,Documentary,7.3
Last Known Address,2020,Not Rated,9,Animation,6.4
People You May Know,2018,G,45,Documentary,8.1
Underwear,2014,,,Drama,6.9
Derren Brown: Apocalypse,2021,,,Comedy,7
Corpse Party,2016,,40,Documentary,8
Bangkok Love Stories: Innocence,2018,TV-MA,80,Documentary,7.1
One More Happy Ending,2021,,107,Drama,3.9
"Ram Dass, Going Home",2019,TV-MA,,Action,6.6
Dollar,2018,,62,Comedy,6.2
Made in Mexico,2006,TV-PG,100,Drama,5.5
Barangay 143,2020,,117,Drama,7.5
Man of God,2016,PG-13,70,Documentary,7.3
Ejen Ali,2018,TV-MA,36,Comedy,7.7
Only for One Night,2013,TV-MA,85,Documentary,6.2
Untitled Netflix/Noah Hawley Project,2020,,89,Comedy,5.7
Ronny Chieng: Asian Comedian Destroys America,2011,,97,Comedy,7.4
Dear Nathan Hello Salma,2022,Unrated,59,Documentary,3.9
Elite Short Stories: Nadia Guzmán,2020,,122,Comedy,7.1
Samantha!,2014,,90,Adventure,5.2
Shawn Mendes: In Wonder,2018,Not Rated,,Reality,7.5
Lego Friends: The Power of Friendship,2016,TV-PG,,Biography,7.6
Girl's Revenge,2022,,,Romance,8.4
Takki,2016,,,Reality,6.6
A Man of Action,2017,,,Drama,5.3
Black Stallions,2019,,43,Animation,5.2
Cristela Alonzo: Middle Classy,2021,TV-Y,45,Short,6.3
Ossan's Love,2019,TV-PG,,Action,5.5
The Marker,2018,,,Documentary,8.7
The Way of the Hot & Spicy,2016,,100,Comedy,6.1
Ghosts of Sugar Land,2017,TV-MA,95,Comedy,5.6
Diary of a Night Watchman,2021,,121,Comedy,4.8
Little Singham: Kaal Ka Badla,2021,TV-14,,Drama,6.1
The Degenerates,2021,,,Reality,5.3
The Avenging Eagle,2021,TV-MA,94,Comedy,5.3
Kriegsschiffe - Tod auf See,2021,TV-14,,Family,5.1
Nadiya Bakes,2018,TV-PG,60,Game,6.6
Highway Racer,2018,Not Rated,72,Comedy,7.2
Final Fantasy XIV: Dad of Light,2017,TV-MA,24,Adventure,7.6
Make My Day,2019,,80,Horror,2.7
Prince Philip: An Extraordinary Life,2018,Not Rated,169,Crime,5.9
Missing 9,2022,TV-MA,29,Animation,6.5
Briganti,2017,TV-Y,87,Drama,4.4
Rhythm + Flow France,2019,,126,Crime,6.7
Trippin' with the Kandasamys,2006,,45,Comedy,8
Jonas Brothers Family Roast,2019,,,Comedy,7
The Girl from Monday,2022,,,Animation,7
The Burial of Kojo,2018,,99,Drama,5.5
Deadly Runway,2016,,73,Comedy,7.5
Inside the Real Narcos,2016,TV-MA,31,Reality,3.6
Smother-in-Law,2018,,50,Musical,6.2
Untitled Netflix/Chronicles of Narnia Series,2022,,48,Talk,7.3
Boss Wants a Happy Ending,2021,TV-14,25,Short,5.4
Legend Quest,2014,,152,Documentary,7.6
The Unguarded Moment,2019,R,87,Thriller,4.4
Iwa Kakeru! Sport Climbing Girls,2014,TV-14,85,Documentary,7.2
Death and Cremation,2011,Not Rated,,Comedy,5.9
Vendetta: Guerra nell'antimafia,2015,,155,Action,7
Video Games: The Movie,2018,Unrated,23,Animation,6.7
Little Witch Academia: The Enchanted Parade,2021,TV-Y7,87,Comedy,4.4
